,source,target,2015
399,Vietnam,United States,33475.03
400,Togo,Japan,73.02
401,Togo,South Africa,84.89
402,Togo,India,76.24
403,Togo,France,162.55
404,Togo,Burkina Faso,108.76
405,Togo,China,370.58
406,Togo,Ghana,54.57
407,Togo,Benin,99.89
408,Togo,Niger,65.7
409,Malaysia,Japan,18947.31
410,Malaysia,Thailand,11403.39
411,Malaysia,China,33242.59
412,Malaysia,Singapore,27842.99
413,Malaysia,United States,14226.54
414,Niger,Nigeria,91.37
415,Niger,Switzerland,41.89
416,Niger,France,303.33
417,Niger,India,93.54
418,Niger,Burkina Faso,43.57
419,Niger,China,565.4
420,Niger,United States,132.37
421,Burkina Faso,Cote d'Ivoire,256.15
422,Burkina Faso,India,223.92
423,Burkina Faso,Switzerland,1101.29
424,Burkina Faso,France,271.77
425,Burkina Faso,China,370.02
426,Burkina Faso,Netherlands,240.38
427,Burkina Faso,South Africa,85.01
428,Burkina Faso,United States,204.15
429,Burkina Faso,Singapore,218.06
430,Cote d'Ivoire,Liberia,439.33
431,Cote d'Ivoire,Germany,720.68
432,Cote d'Ivoire,"Korea, Rep.",794.33
433,Cote d'Ivoire,France,685.13
434,Cote d'Ivoire,China,1210.53
435,Cote d'Ivoire,Netherlands,1427.21
436,Cote d'Ivoire,United States,961.82
437,Cote d'Ivoire,Belgium,776.26
438,Cote d'Ivoire,Nigeria,1441.78
439,Bangladesh,Germany,4673.2
440,Bangladesh,India,5882.08
441,Bangladesh,Singapore,4417.93
442,Bangladesh,China,10349.33
443,Bangladesh,United Kingdom,3499.88
444,Bangladesh,France,1755.41
445,Bangladesh,Spain,1845.44
446,Bangladesh,"Hong Kong, China",2624.05
447,Bangladesh,United States,6139.35
448,Bangladesh,Indonesia,2203.62
449,Indonesia,Japan,18020.88
450,Indonesia,China,29411.07
451,Indonesia,India,11731.0
452,Indonesia,"Korea, Rep.",8427.21
453,Indonesia,Singapore,12632.63
454,Indonesia,Malaysia,8530.67
455,Indonesia,United States,16268.49
456,Bulgaria,Germany,3208.18
457,Bulgaria,Romania,1980.84
458,Bulgaria,Greece,1674.87
459,Bulgaria,Russian Federation,3499.2
460,Bulgaria,Italy,2212.55
461,Bulgaria,Turkey,2226.66
462,Romania,Germany,11969.66
463,Romania,Poland,3384.12
464,Romania,France,4124.74
465,Romania,United Kingdom,2641.62
466,Romania,Italy,7605.3
467,Romania,Hungary,3259.1
468,Bahrain,Japan,1123.47
469,Bahrain,United Arab Emirates,957.17
470,Bahrain,Saudi Arabia,4709.57
471,Bahrain,China,1577.64
472,Bahrain,"Egypt, Arab Rep.",311.04
473,Bahrain,Kuwait,401.9
474,Bahrain,United States,1156.13
475,"Egypt, Arab Rep.",Germany,5747.29
476,"Egypt, Arab Rep.",Saudi Arabia,2016.46
477,"Egypt, Arab Rep.",China,9726.05
478,"Egypt, Arab Rep.",United Arab Emirates,1106.14
479,"Egypt, Arab Rep.",Russian Federation,3352.75
480,"Egypt, Arab Rep.",Italy,1607.14
481,"Egypt, Arab Rep.",Turkey,1265.34
482,"Egypt, Arab Rep.",United States,4355.85
483,Kuwait,Germany,1765.23
484,Kuwait,Japan,2144.42
485,Kuwait,United Arab Emirates,658.04
486,Kuwait,China,5067.87
487,Kuwait,India,755.3
488,Kuwait,Saudi Arabia,804.75
489,Kuwait,United States,2857.03
490,"Bahamas, The",Japan,35.81
491,"Bahamas, The",Finland,14.07
492,"Bahamas, The",France,19.36
493,"Bahamas, The",Dominica,47.13
494,"Bahamas, The",United Kingdom,6.1
495,"Bahamas, The",United States,2587.84
496,"Bahamas, The",Canada,5.46
497,Finland,Germany,8099.89
498,Finland,Sweden,6744.04
499,Finland,China,4368.66
500,Finland,Netherlands,3825.8
501,Finland,Russian Federation,3443.65
502,Finland,United States,4003.92
503,Canada,Germany,13568.54
504,Canada,Japan,7644.51
505,Canada,China,51368.52
506,Canada,Mexico,5160.41
507,Canada,United Kingdom,12481.35
508,Canada,United States,223174.13
509,Bosnia and Herzegovina,Germany,800.6
510,Bosnia and Herzegovina,Croatia,949.16
511,Bosnia and Herzegovina,Slovenia,424.87
512,Bosnia and Herzegovina,China,619.39
513,Bosnia and Herzegovina,"Serbia, FR(Serbia/Montenegro)",979.01
514,Bosnia and Herzegovina,Italy,997.22
515,Croatia,Germany,1452.6
516,Croatia,Bosnia and Herzegovina,1248.87
517,Croatia,Slovenia,2194.72
518,Croatia,Italy,2707.73
519,Croatia,Hungary,1596.2
520,Croatia,Austria,840.88
521,Slovenia,Germany,5487.06
522,Slovenia,Croatia,1235.08
523,Slovenia,China,1669.11
524,Slovenia,France,1312.76
525,Slovenia,Italy,3793.67
526,Slovenia,Austria,2204.34
527,Belarus,Germany,1073.74
528,Belarus,Poland,1083.53
529,Belarus,China,2321.41
530,Belarus,United Kingdom,2928.88
531,Belarus,Russian Federation,10301.11
532,Belarus,Netherlands,1149.48
533,Belarus,Ukraine,949.01
534,Poland,Germany,52261.45
535,Poland,Czech Republic,12687.29
536,Poland,China,22380.37
537,Poland,Netherlands,7168.03
538,Poland,United Kingdom,13240.92
539,Poland,Russian Federation,14359.23
540,Poland,France,10826.93
541,Poland,Italy,9818.16
542,Ukraine,Germany,3975.59
543,Ukraine,Poland,2324.05
544,Ukraine,China,3770.97
545,Ukraine,"Egypt, Arab Rep.",2079.78
546,Ukraine,Russian Federation,4827.72
547,Ukraine,Italy,1979.84
548,Ukraine,Turkey,2771.76
549,Ukraine,Belarus,2449.15
550,Belize,Mexico,12.2
551,Belize,China,100.83
552,Belize,United Kingdom,81.89
553,Belize,Curaçao,89.2
554,Belize,Guatemala,72.41
555,Belize,Ireland,14.33
556,Belize,United States,342.19
557,Belize,Trinidad and Tobago,13.47
558,Guatemala,Mexico,429.81
559,Guatemala,El Salvador,1239.77
560,Guatemala,China,1868.22
561,Guatemala,Nicaragua,554.82
562,Guatemala,Panama,606.47
563,Guatemala,Honduras,903.37
564,Guatemala,United States,6548.45
565,Ireland,Germany,8296.1
566,Ireland,United Kingdom,17257.53
567,Ireland,Switzerland,6764.09
568,Ireland,France,9627.28
569,Ireland,China,4765.5
570,Ireland,United States,12117.67
571,Ireland,Belgium,16134.59
572,Bermuda,Denmark,0.07
573,Bermuda,United Kingdom,1.04
574,Bermuda,Canada,0.17
575,Bermuda,Switzerland,0.26
576,Bermuda,China,24.75
577,Bermuda,"Bahamas, The",13.8
578,Bermuda,United States,609.84
579,Denmark,Germany,15591.59
580,Denmark,Sweden,10498.74
581,Denmark,Norway,3992.32
582,Denmark,China,6375.32
583,Denmark,Netherlands,6843.37
584,Denmark,United Kingdom,5480.61
585,Denmark,Special Categories,10496.46
586,Bolivia,China,1780.16
587,Bolivia,Brazil,2450.9
588,Bolivia,Argentina,1157.05
589,Bolivia,Colombia,547.76
590,Bolivia,Peru,605.88
591,Bolivia,United States,1039.96
592,Peru,China,8657.8
593,Peru,Switzerland,2677.08
594,Peru,Mexico,1725.47
595,Peru,Brazil,1931.51
596,Peru,Japan,1117.36
597,Peru,Colombia,1292.23
598,Peru,United States,7851.17
599,Peru,Canada,2408.74
600,Barbados,Guyana,25.68
601,Barbados,United Kingdom,68.2
602,Barbados,Trinidad and Tobago,39.8
603,Barbados,St. Lucia,40.79
604,Barbados,Jamaica,22.25
605,Barbados,China,91.44
606,Barbados,United States,634.62
607,Guyana,Trinidad and Tobago,345.05
608,Guyana,Suriname,77.19
609,Guyana,Jamaica,43.51
610,Guyana,China,113.5
611,Guyana,Venezuela,49.98
612,Guyana,United Kingdom,72.0
613,Guyana,United States,384.38
614,Guyana,Canada,300.66
615,St. Lucia,United Kingdom,28.48
616,St. Lucia,Trinidad and Tobago,13.68
617,St. Lucia,Barbados,18.12
618,St. Lucia,United States,255.86
619,Jamaica,Japan,177.25
620,Jamaica,Iceland,99.0
621,Jamaica,Trinidad and Tobago,474.41
622,Jamaica,China,409.0
623,Jamaica,Venezuela,353.66
624,Jamaica,Russian Federation,87.77
625,Jamaica,Netherlands,110.35
626,Jamaica,United States,1873.11
627,Jamaica,Canada,182.46
628,Brunei,"Other Asia, nes",436.51
629,Brunei,Thailand,548.61
630,Brunei,India,575.32
631,Brunei,"Korea, Rep.",993.01
632,Brunei,Singapore,451.99
633,Brunei,China,336.71
634,Brunei,Malaysia,682.46
635,Brunei,Japan,2308.97
636,Brunei,United States,331.65
637,Botswana,South Africa,979.96
638,Botswana,Canada,397.17
639,Botswana,India,786.11
640,Botswana,China,106.9
641,Botswana,Namibia,1170.94
642,Botswana,Belgium,1252.83
643,Namibia,Botswana,180.84
644,Namibia,South Africa,903.01
645,Namibia,Switzerland,707.61
646,Namibia,Angola,206.76
647,Namibia,China,493.28
648,Namibia,"Bahamas, The",167.26
649,Namibia,Spain,207.46
650,Central African Republic,Zambia,43.7
651,Central African Republic,China,30.29
652,Central African Republic,Chad,11.11
653,Central African Republic,Cameroon,8.56
654,Central African Republic,Germany,3.52
655,Central African Republic,France,61.59
656,Central African Republic,"Egypt, Arab Rep.",38.41
657,Central African Republic,United States,55.89
658,Zambia,"Congo, Dem. Rep.",517.44
659,Zambia,South Africa,484.63
660,Zambia,Mauritius,574.91
661,Zambia,China,657.05
662,Zambia,Switzerland,2810.59
663,Zambia,Kuwait,423.99
664,Zambia,Singapore,523.81
665,Cameroon,Thailand,244.46
666,Cameroon,China,1172.9
667,Cameroon,India,632.74
668,Cameroon,France,619.77
669,Cameroon,Togo,234.64
670,Cameroon,Portugal,285.94
671,Cameroon,Spain,212.2
672,Cameroon,Netherlands,659.77
673,Cameroon,Nigeria,731.74
674,Nigeria,India,2064.39
675,Nigeria,China,7874.99
676,Nigeria,Netherlands,5736.79
677,Nigeria,South Africa,2645.69
678,Nigeria,Brazil,3191.98
679,Nigeria,Spain,4589.04
680,Nigeria,United States,2957.79
681,Nigeria,Belgium,2527.15
682,"Congo, Rep.",China,1058.12
683,"Congo, Rep.",Angola,892.88
684,"Congo, Rep.","Korea, Rep.",678.26
685,"Congo, Rep.",France,660.87
686,"Congo, Rep.",Singapore,1413.05
687,"Congo, Rep.",Togo,943.95
688,"Congo, Rep.",Heard Island and McDonald Isla,733.24
689,"Congo, Rep.",Spain,913.15
690,"Congo, Rep.",United States,780.39
691,Comoros,United Arab Emirates,39.65
692,Comoros,India,6.61
693,Comoros,Germany,1.85
694,Comoros,France,3.43
695,Comoros,China,11.89
696,Comoros,Netherlands,1.29
697,Comoros,Mauritius,2.66
698,Comoros,Pakistan,33.15
699,Mauritius,South Africa,214.3
700,Mauritius,France,294.85
701,Mauritius,India,808.37
702,Mauritius,China,812.74
703,Mauritius,United Arab Emirates,306.77
704,Mauritius,United Kingdom,325.11
705,Mauritius,United States,263.73
706,Mauritius,Vietnam,206.18
707,Cape Verde,Morocco,1.85
708,Cape Verde,Brazil,22.95
709,Cape Verde,China,33.49
710,Cape Verde,Netherlands,69.98
711,Cape Verde,Portugal,262.61
712,Cape Verde,Spain,44.02
713,Cape Verde,El Salvador,1.7
714,Cape Verde,Turkey,2.43
715,Morocco,Germany,2212.05
716,Morocco,India,876.66
717,Morocco,France,4589.76
718,Morocco,China,3144.5
719,Morocco,Italy,975.68
720,Morocco,Spain,5498.51
721,Morocco,United States,2435.43
722,El Salvador,Guatemala,1021.56
723,El Salvador,Honduras,770.29
724,El Salvador,Mexico,752.23
725,El Salvador,Costa Rica,248.95
726,El Salvador,China,1397.14
727,El Salvador,Nicaragua,368.32
728,El Salvador,United States,3479.73
729,Costa Rica,Japan,418.78
730,Costa Rica,Panama,558.58
731,Costa Rica,Guatemala,399.18
732,Costa Rica,Mexico,1153.29
733,Costa Rica,China,1947.54
734,Costa Rica,Nicaragua,522.65
735,Costa Rica,Netherlands,440.01
736,Costa Rica,United States,6164.44
737,Nicaragua,Mexico,519.07
738,Nicaragua,China,845.54
739,Nicaragua,Guatemala,407.44
740,Nicaragua,Honduras,174.32
741,Nicaragua,El Salvador,259.35
742,Nicaragua,United States,1056.77
743,Nicaragua,Venezuela,290.3
744,Nicaragua,Costa Rica,478.99
745,Cayman Islands,Jamaica,11.22
746,Cayman Islands,South Africa,11.89
747,Cayman Islands,Denmark,17.95
748,Cayman Islands,"Bahamas, The",26.78
749,Cayman Islands,United States,781.5
750,Cyprus,Germany,486.43
751,Cyprus,United Kingdom,599.82
752,Cyprus,Marshall Islands,221.31
753,Cyprus,Cayman Islands,184.56
754,Cyprus,Greece,1446.81
755,Cyprus,China,382.11
756,Cyprus,Bunkers,234.46
757,Cyprus,Italy,473.92
758,Cyprus,Ireland,182.42
759,Slovak Republic,Germany,16764.32
760,Slovak Republic,Czech Republic,8082.55
761,Slovak Republic,"Korea, Rep.",4789.79
762,Slovak Republic,China,6469.01
763,Slovak Republic,Poland,6218.01
764,Slovak Republic,Austria,4517.14
765,Slovak Republic,Hungary,4583.56
766,Sweden,Denmark,10554.44
767,Sweden,Germany,13978.88
768,Sweden,Norway,10786.06
769,Sweden,China,8216.41
770,Sweden,Netherlands,11100.99
771,Sweden,United Kingdom,9853.68
772,Sweden,United States,10161.58
773,Dominican Republic,India,566.06
774,Dominican Republic,Mexico,844.07
775,Dominican Republic,Brazil,605.42
776,Dominican Republic,China,2560.29
777,Dominican Republic,Haiti,1354.48
778,Dominican Republic,United States,7775.31
779,Dominican Republic,Spain,576.64
780,Dominican Republic,Canada,700.32
781,Algeria,Germany,3430.8
782,Algeria,France,4578.43
783,Algeria,China,8259.66
784,Algeria,United Kingdom,2429.92
785,Algeria,Italy,4859.9
786,Algeria,Spain,3952.59
787,Algeria,United States,2210.65
788,Ecuador,Vietnam,784.65
789,Ecuador,Chile,1138.08
790,Ecuador,"Korea, Rep.",833.01
791,Ecuador,Brazil,730.21
792,Ecuador,Peru,934.19
793,Ecuador,China,4073.76
