,source,target,2007
328,Azerbaijan,"Iran, Islamic Rep.",434.73
329,Azerbaijan,Ukraine,465.56
330,Indonesia,Japan,23632.79
331,Indonesia,China,8557.88
332,Indonesia,"Korea, Rep.",7582.73
333,Indonesia,Singapore,10501.62
334,Indonesia,Malaysia,6411.93
335,Indonesia,United States,4797.5
336,Burundi,Kenya,11.22
337,Burundi,Japan,29.44
338,Burundi,Rwanda,10.39
339,Burundi,Switzerland,17.04
340,Burundi,United Arab Emirates,53.42
341,Burundi,Uganda,45.42
342,Burundi,Saudi Arabia,116.09
343,Burundi,Belgium,47.63
344,Burundi,"Congo, Dem. Rep.",14.69
345,Kenya,Japan,611.2
346,Kenya,United Arab Emirates,1328.96
347,Kenya,Uganda,498.85
348,Kenya,Tanzania,331.73
349,Kenya,India,844.55
350,Kenya,China,678.74
351,Kenya,United Kingdom,427.75
352,Kenya,Netherlands,325.67
353,Kenya,United States,661.6
354,Rwanda,Kenya,34.29
355,Rwanda,United Arab Emirates,53.28
356,Rwanda,"Hong Kong, China",23.01
357,Rwanda,Switzerland,13.32
358,Rwanda,China,43.06
359,Rwanda,Uganda,106.67
360,Rwanda,United Kingdom,34.41
361,Rwanda,Belgium,25.59
362,Uganda,Kenya,118.19
363,Uganda,Japan,233.05
364,Uganda,United Arab Emirates,177.9
365,Uganda,Switzerland,86.62
366,Uganda,India,344.97
367,Uganda,China,274.32
368,Uganda,Fm Sudan,157.12
369,Uganda,"Congo, Dem. Rep.",100.05
370,Saudi Arabia,Germany,7898.53
371,Saudi Arabia,Japan,7835.37
372,Saudi Arabia,"Other Asia, nes",119152.92
373,Saudi Arabia,China,8575.24
374,Saudi Arabia,United Arab Emirates,4432.2
375,Saudi Arabia,Kuwait,1477.37
376,Saudi Arabia,Italy,4017.56
377,Saudi Arabia,United States,11930.8
378,Benin,United Kingdom,88.97
379,Benin,Thailand,117.6
380,Benin,Nigeria,38.06
381,Benin,Cote d'Ivoire,11.67
382,Benin,China,162.67
383,Benin,India,32.11
384,Benin,France,284.42
385,Benin,Togo,131.63
386,Benin,Niger,12.35
387,Thailand,Japan,18133.19
388,Thailand,United Arab Emirates,6842.63
389,Thailand,"Hong Kong, China",8702.24
390,Thailand,China,16979.86
391,Thailand,Malaysia,8679.78
392,Thailand,United States,9610.87
393,Thailand,Singapore,9580.26
394,Nigeria,Germany,1577.74
395,Nigeria,United Kingdom,1715.12
396,Nigeria,India,4398.85
397,Nigeria,China,4910.82
398,Nigeria,Brazil,3459.54
399,Nigeria,United States,4893.16
400,Nigeria,Belgium,4510.56
401,Cote d'Ivoire,Thailand,185.85
402,Cote d'Ivoire,Nigeria,1607.7
403,Cote d'Ivoire,France,1650.68
404,Cote d'Ivoire,Burkina Faso,340.26
405,Cote d'Ivoire,China,438.17
406,Cote d'Ivoire,Venezuela,213.53
407,Cote d'Ivoire,Netherlands,737.09
408,Cote d'Ivoire,United States,547.2
409,Togo,India,27.37
410,Togo,France,151.06
411,Togo,Burkina Faso,27.27
412,Togo,China,124.03
413,Togo,Netherlands,87.38
414,Togo,Benin,30.48
415,Togo,United States,33.35
416,Togo,Belgium,29.49
417,Togo,Niger,35.59
418,Niger,Japan,66.64
419,Niger,Nigeria,41.17
420,Niger,Cote d'Ivoire,75.54
421,Niger,Switzerland,56.44
422,Niger,France,208.81
423,Niger,China,66.35
424,Niger,United States,86.55
425,Burkina Faso,Cote d'Ivoire,328.54
426,Burkina Faso,Switzerland,127.24
427,Burkina Faso,France,71.9
428,Burkina Faso,India,107.64
429,Burkina Faso,China,139.41
430,Burkina Faso,Ghana,42.96
431,Burkina Faso,United States,103.47
432,Burkina Faso,Belgium,53.66
433,Burkina Faso,Guinea,39.64
434,Ghana,United Kingdom,209.79
435,Ghana,Switzerland,210.17
436,Ghana,Burkina Faso,163.06
437,Ghana,China,806.06
438,Ghana,South Africa,1312.04
439,Ghana,Netherlands,425.74
440,Ghana,United States,555.77
441,Ghana,Belgium,431.02
442,Ghana,Nigeria,502.55
443,Guinea,France,187.03
444,Guinea,China,74.7
445,Guinea,Netherlands,174.76
446,Guinea,Russian Federation,98.66
447,Guinea,Spain,163.84
448,Guinea,Ireland,196.1
449,Guinea,United States,78.47
450,Guinea,Belgium,197.43
451,Bangladesh,Japan,894.25
452,Bangladesh,Germany,2002.5
453,Bangladesh,India,2333.89
454,Bangladesh,China,2750.2
455,Bangladesh,Kuwait,1266.29
456,Bangladesh,United Kingdom,1253.5
457,Bangladesh,France,855.73
458,Bangladesh,Italy,529.34
459,Bangladesh,United States,3374.52
460,Bangladesh,Indonesia,896.98
461,Kuwait,Germany,1593.15
462,Kuwait,Japan,1822.67
463,Kuwait,India,389.41
464,Kuwait,Saudi Arabia,333.57
465,Kuwait,China,2455.82
466,Kuwait,United Arab Emirates,523.18
467,Kuwait,Italy,1289.5
468,Kuwait,United States,2418.25
469,Bulgaria,Germany,1882.13
470,Bulgaria,Greece,1516.76
471,Bulgaria,China,1569.85
472,Bulgaria,Russian Federation,5143.6
473,Bulgaria,Italy,2576.73
474,Bulgaria,Turkey,2122.24
475,Bulgaria,Belgium,1148.65
476,Bahrain,Japan,602.23
477,Bahrain,India,134.02
478,Bahrain,Saudi Arabia,552.19
479,Bahrain,China,479.75
480,Bahrain,United Arab Emirates,203.17
481,Bahrain,Australia,724.73
482,Bahrain,United States,370.99
483,"Bahamas, The",Japan,33.21
484,"Bahamas, The",Netherlands Antilles,87.59
485,"Bahamas, The",Canada,38.42
486,"Bahamas, The",Germany,15.98
487,"Bahamas, The",Venezuela,64.48
488,"Bahamas, The",France,33.01
489,"Bahamas, The",Netherlands,37.74
490,"Bahamas, The",United States,2744.73
491,Bosnia and Herzegovina,Germany,533.02
492,Bosnia and Herzegovina,Croatia,1712.85
493,Bosnia and Herzegovina,Slovenia,618.63
494,Bosnia and Herzegovina,"Serbia, FR(Serbia/Montenegro)",989.84
495,Bosnia and Herzegovina,Italy,879.49
496,Croatia,Germany,1237.04
497,Croatia,Bosnia and Herzegovina,1782.59
498,Croatia,Slovenia,1533.6
499,Croatia,China,1603.37
500,Croatia,Russian Federation,2618.8
501,Croatia,Italy,4144.96
502,Croatia,Austria,755.71
503,Slovenia,Germany,5004.22
504,Slovenia,Croatia,1164.58
505,Slovenia,France,1752.88
506,Slovenia,Italy,4878.2
507,Slovenia,Austria,2072.87
508,Belarus,Germany,2171.43
509,Belarus,Poland,1226.16
510,Belarus,China,815.79
511,Belarus,United Kingdom,1528.93
512,Belarus,Russian Federation,8878.58
513,Belarus,Netherlands,4277.33
514,Belarus,Ukraine,1534.35
515,Poland,Germany,35901.25
516,Poland,Czech Republic,7683.77
517,Poland,France,8443.14
518,Poland,China,11753.42
519,Poland,United Kingdom,8238.02
520,Poland,Russian Federation,14352.84
521,Poland,Italy,11235.94
522,Belize,Panama,66.73
523,Belize,Mexico,65.81
524,Belize,Costa Rica,31.54
525,Belize,United Kingdom,47.99
526,Belize,Guatemala,47.09
527,Belize,Netherlands,20.69
528,Belize,United States,232.14
529,Belize,Cuba,78.12
530,Mexico,Germany,4102.06
531,Mexico,Japan,16342.98
532,Mexico,"Korea, Rep.",12613.7
533,Mexico,China,29743.66
534,Mexico,Colombia,2943.24
535,Mexico,Spain,3689.8
536,Mexico,United States,139930.56
537,Mexico,Canada,6477.82
538,Costa Rica,Japan,731.58
539,Costa Rica,"Hong Kong, China",562.54
540,Costa Rica,China,758.44
541,Costa Rica,Guatemala,335.03
542,Costa Rica,Mexico,734.76
543,Costa Rica,Venezuela,622.56
544,Costa Rica,Netherlands,464.61
545,Costa Rica,United States,4902.83
546,Guatemala,Netherlands Antilles,448.63
547,Guatemala,Mexico,463.72
548,Guatemala,El Salvador,841.29
549,Guatemala,China,777.88
550,Guatemala,Nicaragua,267.18
551,Guatemala,Honduras,592.96
552,Guatemala,United States,4728.23
553,Bermuda,United Kingdom,36.77
554,Bermuda,Canada,82.69
555,Bermuda,France,14.73
556,Bermuda,Venezuela,80.99
557,Bermuda,United States,818.49
558,Bolivia,Japan,407.2
559,Bolivia,Brazil,1750.71
560,Bolivia,China,312.15
561,Bolivia,Argentina,589.89
562,Bolivia,United States,409.68
563,Bolivia,Venezuela,241.92
564,Jamaica,Japan,227.86
565,Jamaica,Trinidad and Tobago,1059.45
566,Jamaica,Brazil,305.06
567,Jamaica,Venezuela,605.58
568,Jamaica,United Kingdom,215.99
569,Jamaica,France,83.58
570,Jamaica,Netherlands,201.11
571,Jamaica,United States,2724.33
572,Jamaica,Canada,333.3
573,St. Lucia,United Kingdom,13.53
574,St. Lucia,Japan,38.97
575,St. Lucia,Dominica,2.84
576,St. Lucia,Trinidad and Tobago,12.77
577,St. Lucia,Barbados,25.67
578,St. Lucia,United States,256.04
579,Brunei,Japan,2573.63
580,Brunei,"Korea, Rep.",933.0
581,Brunei,Singapore,471.64
582,Brunei,China,157.82
583,Brunei,Australia,1054.54
584,Brunei,Indonesia,1858.97
585,Brunei,Malaysia,397.29
586,Brunei,United States,267.93
587,Malaysia,Japan,16203.92
588,Malaysia,Thailand,8612.23
589,Malaysia,China,18841.7
590,Malaysia,Singapore,25590.47
591,Malaysia,"Other Asia, nes",8358.12
592,Malaysia,United States,15776.16
593,Bhutan,Japan,9.24
594,Bhutan,Thailand,26.46
595,Bhutan,"Hong Kong, China",66.93
596,Bhutan,India,365.39
597,Bhutan,Singapore,16.56
598,Bhutan,Russian Federation,11.1
599,Bhutan,Indonesia,27.92
600,Bhutan,Bangladesh,11.37
601,"Hong Kong, China",Japan,15341.07
602,"Hong Kong, China",China,170556.0
603,"Hong Kong, China",Germany,10426.36
604,"Hong Kong, China",Singapore,25387.04
605,"Hong Kong, China",United Kingdom,10528.09
606,"Hong Kong, China","Other Asia, nes",26506.31
607,"Hong Kong, China",United States,17983.17
608,Botswana,United Kingdom,3298.3
609,Botswana,Norway,409.69
610,Botswana,South Africa,516.65
611,Botswana,China,69.89
612,Botswana,Zimbabwe,49.91
613,Botswana,Belgium,63.65
614,South Africa,Germany,5106.03
615,South Africa,United Kingdom,4907.27
616,South Africa,Japan,7039.33
617,South Africa,China,8562.75
618,South Africa,United States,6166.14
619,Zimbabwe,Botswana,252.36
620,Zimbabwe,South Africa,968.02
621,Zimbabwe,Malawi,167.54
622,Zimbabwe,Switzerland,130.95
623,Zimbabwe,China,206.97
624,Zimbabwe,Kuwait,167.85
625,Zimbabwe,Netherlands,153.14
626,Zimbabwe,Mozambique,427.82
627,Central African Republic,China,11.29
628,Central African Republic,Switzerland,11.88
629,Central African Republic,France,48.72
630,Central African Republic,Free Zones,23.03
631,Central African Republic,Israel,18.23
632,Central African Republic,Cameroon,17.5
633,Central African Republic,Belgium,24.92
634,Israel,Germany,3483.37
635,Israel,"Hong Kong, China",3118.5
636,Israel,China,3476.9
637,Israel,United Kingdom,1937.98
638,Israel,United States,7852.35
639,Israel,Belgium,4070.85
640,Cameroon,France,740.57
641,Cameroon,Brazil,170.78
642,Cameroon,China,310.58
643,Cameroon,Italy,784.13
644,Cameroon,Spain,759.97
645,Cameroon,Netherlands,208.61
646,Cameroon,United States,258.61
647,Cameroon,Belgium,157.14
648,"Congo, Rep.",Gabon,234.48
649,"Congo, Rep.",South Africa,311.08
650,"Congo, Rep.","Other Asia, nes",554.98
651,"Congo, Rep.",China,2704.29
652,"Congo, Rep.",Angola,867.16
653,"Congo, Rep.",France,474.5
654,"Congo, Rep.",Brazil,365.37
655,"Congo, Rep.",United States,693.7
656,"Congo, Rep.",Nigeria,475.82
657,Gabon,Thailand,198.42
658,Gabon,China,82.74
659,Gabon,France,711.65
660,Gabon,Netherlands,67.48
661,Gabon,Japan,349.03
662,Gabon,United States,126.04
663,Gabon,Belgium,276.87
664,Cook Islands,Japan,2.78
665,Cook Islands,Singapore,9.44
666,Cook Islands,China,1.97
667,Cook Islands,Australia,12.34
668,Cook Islands,New Zealand,68.52
669,Ecuador,Chile,658.14
670,Ecuador,Brazil,730.93
671,Ecuador,Peru,1491.92
672,Ecuador,China,1121.74
673,Ecuador,Colombia,1488.84
674,Ecuador,Venezuela,484.07
675,Ecuador,United States,2794.78
676,Comoros,United Arab Emirates,46.46
677,Comoros,India,0.1
678,Comoros,Germany,0.33
679,Comoros,France,1.02
680,Comoros,China,4.42
681,Comoros,Singapore,0.11
682,Comoros,Pakistan,4.83
683,Pakistan,United Arab Emirates,2114.71
684,Pakistan,Germany,725.95
685,Pakistan,Afghanistan,837.68
686,Pakistan,China,4164.23
687,Pakistan,Kuwait,1852.96
688,Pakistan,United Kingdom,967.38
689,Pakistan,Saudi Arabia,4011.78
690,Pakistan,United States,2607.84
691,Cape Verde,Cote d'Ivoire,35.19
692,Cape Verde,France,4.7
693,Cape Verde,Brazil,45.78
694,Cape Verde,Netherlands,17.43
695,Cape Verde,Portugal,294.67
696,Cape Verde,Spain,33.98
697,Cyprus,Germany,91.41
698,Cyprus,Romania,42.88
699,Cyprus,United Kingdom,206.23
700,Cyprus,Greece,1529.62
701,Cyprus,Israel,563.19
702,Cyprus,Bunkers,232.66
703,Cyprus,Italy,884.06
704,Romania,Germany,6867.38
705,Romania,France,3120.87
706,Romania,Russian Federation,4417.23
707,Romania,Italy,8960.92
708,Romania,Hungary,2324.77
709,Romania,Turkey,2820.37
710,Czech Republic,Germany,37191.79
711,Czech Republic,Poland,7146.77
712,Czech Republic,Slovak Republic,6220.49
713,Czech Republic,China,9193.96
714,Czech Republic,United Kingdom,6081.75
715,Czech Republic,Russian Federation,5624.59
716,Czech Republic,France,6515.46
717,Slovak Republic,Germany,12245.41
718,Slovak Republic,Czech Republic,6453.34
719,Slovak Republic,China,3041.89
720,Slovak Republic,Russian Federation,5429.88
721,Slovak Republic,France,3780.65
722,Slovak Republic,Italy,3652.11
723,Slovak Republic,Hungary,3648.0
724,Denmark,Germany,15037.0
725,Denmark,United Kingdom,7448.66
726,Denmark,Sweden,14039.14
727,Denmark,Norway,5944.46
728,Denmark,China,5498.02
729,Denmark,Netherlands,6517.07
730,Denmark,Special Categories,9701.85
731,Sweden,Denmark,13962.51
732,Sweden,Germany,17666.35
733,Sweden,United Kingdom,12099.53
734,Sweden,Norway,13018.3
735,Sweden,Finland,9489.58
736,Sweden,United States,12832.06
737,Dominican Republic,China,1074.54
738,Dominican Republic,Mexico,836.82
739,Dominican Republic,"Korea, Rep.",137.18
740,Dominican Republic,Venezuela,787.2
741,Dominican Republic,Haiti,555.47
742,Dominican Republic,Netherlands,440.61
743,Dominican Republic,Colombia,641.56
744,Dominican Republic,United States,6552.25
745,Algeria,Germany,1788.17
746,Algeria,France,4613.61
747,Algeria,China,2389.4
748,Algeria,Italy,2406.88
749,Algeria,Spain,5338.35
750,Algeria,Netherlands,4527.68
751,Algeria,United States,2134.76
752,Algeria,Canada,4666.18
753,Peru,Ecuador,1514.48
754,Peru,China,2462.96
755,Peru,Switzerland,2335.28
756,Peru,Brazil,1879.29
757,Peru,Japan,2180.55
758,Peru,Argentina,1123.27
759,Peru,United States,3584.15
760,Peru,Canada,1840.8
761,"Egypt, Arab Rep.",Germany,1781.91
762,"Egypt, Arab Rep.",India,1825.84
763,"Egypt, Arab Rep.",China,1636.12
764,"Egypt, Arab Rep.",Italy,1587.66
765,"Egypt, Arab Rep.",Bunkers,970.45
766,"Egypt, Arab Rep.",Spain,1039.12
767,"Egypt, Arab Rep.",Saudi Arabia,2242.01
768,"Egypt, Arab Rep.",United States,2576.36
769,Estonia,Germany,1996.76
770,Estonia,Sweden,1143.96
771,Estonia,Finland,1675.52
772,Estonia,China,914.12
773,Estonia,Lithuania,652.97
774,Estonia,Latvia,1268.31
775,Estonia,Russian Federation,1378.92
776,Finland,Germany,9806.28
777,Finland,United Kingdom,5248.75
778,Finland,Sweden,8016.28
779,Finland,China,6079.3
780,Finland,Russian Federation,9203.06
781,Finland,United States,5740.61
782,Lithuania,Germany,1797.65
783,Lithuania,Poland,1074.82
784,Lithuania,Estonia,997.69
785,Lithuania,Netherlands,1044.89
786,Lithuania,Latvia,1340.22
787,Lithuania,Russian Federation,2579.87
788,Latvia,Germany,688.49
789,Latvia,Sweden,610.32
790,Latvia,Poland,1060.75
791,Latvia,Estonia,1134.45
792,Latvia,Lithuania,1245.34
793,Latvia,Russian Federation,753.06
794,Ethiopia(excludes Eritrea),Japan,426.99
795,Ethiopia(excludes Eritrea),China,1136.56
